txn_id,created_at,payment_method,amount,monthly_volume_to_date,is_refund,refund_hours_after_txn,is_instant_settlement,risk_rating,fee_billed,gst_billed,total_billed
HUNT_TXN_0001,2012-05-02 14:20:00,DOMESTIC_CARD,25000.0,245000.0,False,,False,LOW,500.0,90.0,590.0
HUNT_TXN_0002,2012-05-03 14:20:00,NETBANKING,2000.0,290000.0,False,,False,LOW,20.0,3.6,23.6
HUNT_TXN_0003,2012-05-04 14:20:00,INTERNATIONAL_CARD,12000.0,335000.0,False,,False,LOW,367.0,66.06,433.06
HUNT_TXN_0004,2012-05-05 14:20:00,WALLET,1500.0,380000.0,False,,False,LOW,31.5,5.67,37.17
HUNT_TXN_0005,2012-05-06 14:20:00,UPI,150000.0,425000.0,False,,False,LOW,0.0,0.0,0.0
HUNT_TXN_0006,2012-05-07 14:20:00,DOMESTIC_CARD,10000.0,470000.0,False,,False,LOW,200.0,36.0,236.0
HUNT_TXN_0007,2012-05-08 14:20:00,NETBANKING,2000.0,515000.0,False,,False,LOW,20.0,3.6,23.6
HUNT_TXN_0008,2012-05-09 14:20:00,INTERNATIONAL_CARD,12000.0,560000.0,False,,False,LOW,36.0,6.48,42.48
HUNT_TXN_0009,2012-05-10 14:20:00,WALLET,250.0,605000.0,False,,False,LOW,5.25,0.95,6.2
HUNT_TXN_0010,2012-05-11 14:20:00,UPI,500000.0,650000.0,False,,False,LOW,0.0,0.0,0.0
HUNT_TXN_0011,2012-05-12 14:20:00,DOMESTIC_CARD,10000.0,695000.0,True,40.0,False,LOW,180.0,32.4,212.4
HUNT_TXN_0012,2012-05-13 14:20:00,NETBANKING,15000.0,740000.0,False,,False,LOW,20.0,3.6,23.6
HUNT_TXN_0013,2012-05-14 14:20:00,INTERNATIONAL_CARD,45000.0,785000.0,False,,False,LOW,1357.0,244.26,1601.26
HUNT_TXN_0014,2012-05-15 14:20:00,WALLET,1500.0,830000.0,False,,True,LOW,33.75,6.08,39.83
HUNT_TXN_0015,2012-05-16 14:20:00,UPI,50000.0,875000.0,False,,False,LOW,0.0,0.0,0.0
HUNT_TXN_0016,2012-05-17 14:20:00,DOMESTIC_CARD,25000.0,920000.0,False,,False,LOW,437.5,78.75,516.25
HUNT_TXN_0017,2012-05-18 14:20:00,NETBANKING,8000.0,965000.0,False,,False,LOW,20.0,3.6,23.6
HUNT_TXN_0018,2012-05-19 14:20:00,INTERNATIONAL_CARD,120000.0,1010000.0,False,,False,LOW,3607.0,649.26,4256.26
HUNT_TXN_0019,2012-05-20 14:20:00,WALLET,600.0,1055000.0,False,,False,LOW,12.0,2.16,14.16
HUNT_TXN_0020,2012-05-21 14:20:00,UPI,500000.0,1100000.0,False,,False,LOW,0.0,0.0,0.0
HUNT_TXN_0021,2012-05-22 14:20:00,DOMESTIC_CARD,25000.0,1145000.0,False,,False,LOW,437.5,78.75,516.25
HUNT_TXN_0022,2012-05-23 14:20:00,NETBANKING,15000.0,1190000.0,True,10.0,False,LOW,270.0,48.6,318.6
