txn_id,created_at,payment_method,amount,monthly_volume_to_date,is_refund,refund_hours_after_txn,is_instant_settlement,risk_rating,fee_billed,gst_billed,total_billed
SFUSD_TXN_0001,2018-09-02 09:30:00,DOMESTIC_CARD,14500.0,140000.0,False,,False,LOW,290.0,52.2,342.2
SFUSD_TXN_0002,2018-09-03 09:30:00,NETBANKING,5000.0,180000.0,False,,False,LOW,20.0,3.6,23.6
SFUSD_TXN_0003,2018-09-04 09:30:00,INTERNATIONAL_CARD,7500.0,220000.0,False,,False,LOW,232.0,41.76,273.76
SFUSD_TXN_0004,2018-09-05 09:30:00,WALLET,450.0,260000.0,False,,False,LOW,9.45,1.7,11.15
SFUSD_TXN_0005,2018-09-06 09:30:00,UPI,6500.0,300000.0,False,,False,LOW,26.0,4.68,30.68
SFUSD_TXN_0006,2018-09-07 09:30:00,DOMESTIC_CARD,14500.0,340000.0,False,,False,LOW,290.0,52.2,342.2
SFUSD_TXN_0007,2018-09-08 09:30:00,NETBANKING,1200.0,380000.0,False,,False,LOW,20.0,3.6,23.6
SFUSD_TXN_0008,2018-09-09 09:30:00,INTERNATIONAL_CARD,7500.0,420000.0,False,,False,LOW,232.0,41.76,273.76
SFUSD_TXN_0009,2018-09-10 09:30:00,WALLET,1800.0,460000.0,False,,False,LOW,37.8,6.8,44.6
SFUSD_TXN_0010,2018-09-11 09:30:00,UPI,1500.0,500000.0,True,48.0,False,LOW,5.0,0.9,5.9
SFUSD_TXN_0011,2018-09-12 09:30:00,DOMESTIC_CARD,6500.0,540000.0,False,,False,LOW,113.75,20.48,134.23
SFUSD_TXN_0012,2018-09-13 09:30:00,NETBANKING,2500.0,580000.0,False,,True,LOW,23.75,4.28,28.03
SFUSD_TXN_0013,2018-09-14 09:30:00,INTERNATIONAL_CARD,4500.0,620000.0,False,,False,LOW,142.0,25.56,167.56
SFUSD_TXN_0014,2018-09-15 09:30:00,WALLET,950.0,660000.0,False,,False,LOW,19.95,3.59,23.54
SFUSD_TXN_0015,2018-09-16 09:30:00,UPI,6500.0,700000.0,False,,False,LOW,130.0,23.4,153.4
SFUSD_TXN_0016,2018-09-17 09:30:00,DOMESTIC_CARD,14500.0,740000.0,False,,False,LOW,253.75,45.68,299.43
SFUSD_TXN_0017,2018-09-18 09:30:00,NETBANKING,5000.0,780000.0,False,,False,LOW,20.0,3.6,23.6
SFUSD_TXN_0018,2018-09-19 09:30:00,INTERNATIONAL_CARD,2500.0,820000.0,False,,False,LOW,45.0,8.1,53.1
SFUSD_TXN_0019,2018-09-20 09:30:00,WALLET,1800.0,860000.0,False,,False,LOW,37.8,6.8,44.6
SFUSD_TXN_0020,2018-09-21 09:30:00,UPI,3000.0,900000.0,True,8.0,False,LOW,0.0,0.0,0.0
SFUSD_TXN_0021,2018-09-22 09:30:00,DOMESTIC_CARD,6500.0,940000.0,False,,False,LOW,113.75,20.48,134.23
SFUSD_TXN_0022,2018-09-23 09:30:00,NETBANKING,1200.0,980000.0,False,,False,LOW,20.0,3.6,23.6
SFUSD_TXN_0023,2018-09-24 09:30:00,INTERNATIONAL_CARD,2500.0,1020000.0,False,,False,LOW,82.0,14.76,96.76
SFUSD_TXN_0024,2018-09-25 09:30:00,WALLET,950.0,1060000.0,False,,True,LOW,21.38,3.85,25.23
SFUSD_TXN_0025,2018-09-26 09:30:00,UPI,3000.0,1100000.0,False,,False,LOW,12.0,2.16,14.16
SFUSD_TXN_0026,2018-09-27 09:30:00,DOMESTIC_CARD,8000.0,1140000.0,False,,False,LOW,140.0,25.2,165.2
SFUSD_TXN_0027,2018-09-28 09:30:00,NETBANKING,1200.0,1180000.0,False,,False,LOW,20.0,3.6,23.6
