txn_id,created_at,payment_method,amount,monthly_volume_to_date,is_refund,refund_hours_after_txn,is_instant_settlement,risk_rating,fee_billed,gst_billed,total_billed
STR_TXN_0001,2025-08-02 11:15:00,DOMESTIC_CARD,100.0,8500.0,False,,False,LOW,3.20,0.0,3.20
STR_TXN_0002,2025-08-03 11:15:00,INTERNATIONAL_CARD,250.0,12000.0,False,,False,LOW,10.05,0.0,10.05
STR_TXN_0003,2025-08-04 11:15:00,ACH,5000.0,15500.0,False,,False,LOW,40.0,0.0,40.0
STR_TXN_0004,2025-08-05 11:15:00,DOMESTIC_CARD,75.0,19000.0,False,,False,LOW,2.48,0.0,2.48
STR_TXN_0005,2025-08-06 11:15:00,INSTANT_PAYOUT,2000.0,22500.0,False,,True,LOW,30.0,0.0,30.0
STR_TXN_0006,2025-08-07 11:15:00,DOMESTIC_CARD,500.0,26000.0,False,,False,LOW,14.80,0.0,14.80
STR_TXN_0007,2025-08-08 11:15:00,INTERNATIONAL_CARD,1000.0,29500.0,False,,False,LOW,49.30,0.0,49.30
STR_TXN_0008,2025-08-09 11:15:00,ACH,2500.0,33000.0,False,,False,LOW,5.0,0.0,5.0
STR_TXN_0009,2025-08-10 11:15:00,DOMESTIC_CARD,150.0,36500.0,False,,False,LOW,4.65,0.0,4.65
STR_TXN_0010,2025-08-11 11:15:00,INSTANT_PAYOUT,500.0,40000.0,False,,True,LOW,12.5,0.0,12.5
STR_TXN_0011,2025-08-12 11:15:00,DOMESTIC_CARD,200.0,43500.0,True,36.0,False,LOW,0.0,0.0,0.0
STR_TXN_0012,2025-08-13 11:15:00,INTERNATIONAL_CARD,350.0,50500.0,False,,False,LOW,13.95,0.0,13.95
STR_TXN_0013,2025-08-14 11:15:00,ACH,10000.0,54000.0,False,,False,LOW,80.0,0.0,80.0
STR_TXN_0014,2025-08-15 11:15:00,DOMESTIC_CARD,85.0,57500.0,False,,True,LOW,2.77,0.0,2.77
STR_TXN_0015,2025-08-16 11:15:00,INTERNATIONAL_CARD,2000.0,61000.0,False,,False,LOW,78.30,0.0,78.30
STR_TXN_0016,2025-08-17 11:15:00,DOMESTIC_CARD,120.0,64500.0,False,,False,LOW,3.78,0.0,3.78
STR_TXN_0017,2025-08-18 11:15:00,INSTANT_PAYOUT,1500.0,68000.0,False,,True,LOW,37.5,0.0,37.5
STR_TXN_0018,2025-08-19 11:15:00,ACH,750.0,71500.0,False,,False,LOW,5.0,0.0,5.0
STR_TXN_0019,2025-08-20 11:15:00,DOMESTIC_CARD,300.0,75000.0,False,,False,LOW,10.80,0.0,10.80
STR_TXN_0020,2025-08-21 11:15:00,INTERNATIONAL_CARD,500.0,78500.0,False,,False,LOW,19.80,0.0,19.80
