txn_id,created_at,payment_method,amount,monthly_volume_to_date,is_refund,refund_hours_after_txn,is_instant_settlement,risk_rating,fee_billed,gst_billed,total_billed
TXN_UPI_0001,2025-01-02 10:15:00,UPI,15000.0,75000.0,False,,False,LOW,0.0,0.0,0.0
TXN_UPI_0002,2025-01-03 10:15:00,UPI,150.0,100000.0,False,,False,LOW,0.0,0.0,0.0
TXN_UPI_0003,2025-01-04 10:15:00,UPI,150.0,125000.0,False,,False,LOW,0.0,0.0,0.0
TXN_UPI_0004,2025-01-05 10:15:00,UPI,15000.0,150000.0,False,,False,LOW,0.0,0.0,0.0
TXN_UPI_0005,2025-01-06 10:15:00,UPI,1200.0,175000.0,False,,False,LOW,0.0,0.0,0.0
TXN_UPI_0006,2025-01-07 10:15:00,UPI,499.0,200000.0,False,,False,LOW,0.0,0.0,0.0
TXN_UPI_0007,2025-01-08 10:15:00,UPI,499.0,225000.0,False,,False,LOW,2.5,0.45,2.95
TXN_UPI_0008,2025-01-09 10:15:00,UPI,499.0,250000.0,False,,False,LOW,0.0,0.0,0.0
TXN_UPI_0009,2025-01-10 10:15:00,UPI,15000.0,275000.0,False,,False,LOW,0.0,0.0,0.0
TXN_UPI_0010,2025-01-11 10:15:00,UPI,150.0,300000.0,False,,False,LOW,0.0,0.0,0.0
TXN_UPI_0011,2025-01-12 10:15:00,UPI,15000.0,325000.0,False,,False,LOW,0.0,0.0,0.0
TXN_UPI_0012,2025-01-13 10:15:00,UPI,15000.0,350000.0,False,,False,LOW,0.0,0.0,0.0
TXN_UPI_0013,2025-01-14 10:15:00,UPI,8500.0,375000.0,False,,False,LOW,0.0,0.0,0.0
TXN_UPI_0014,2025-01-15 10:15:00,UPI,150.0,400000.0,False,,False,LOW,0.75,0.14,0.89
TXN_UPI_0015,2025-01-16 10:15:00,UPI,8500.0,425000.0,False,,False,LOW,0.0,0.0,0.0
TXN_UPI_0016,2025-01-17 10:15:00,UPI,3500.0,450000.0,False,,False,LOW,0.0,0.0,0.0
TXN_UPI_0017,2025-01-18 10:15:00,UPI,150.0,475000.0,False,,False,LOW,0.0,0.0,0.0
TXN_UPI_0018,2025-01-19 10:15:00,UPI,150.0,500000.0,False,,False,LOW,0.0,0.0,0.0
TXN_UPI_0019,2025-01-20 10:15:00,UPI,150.0,525000.0,False,,False,LOW,0.0,0.0,0.0
TXN_UPI_0020,2025-01-21 10:15:00,UPI,499.0,550000.0,False,,False,LOW,0.0,0.0,0.0
TXN_CARD_T1_0001,2025-01-02 11:30:00,DOMESTIC_CARD,2400.0,90000.0,False,,False,LOW,48.0,8.64,56.64
TXN_CARD_T1_0002,2025-01-03 11:30:00,DOMESTIC_CARD,12000.0,130000.0,False,,False,LOW,240.0,43.2,283.2
TXN_CARD_T1_0003,2025-01-04 11:30:00,DOMESTIC_CARD,12000.0,170000.0,False,,False,LOW,240.0,43.2,283.2
TXN_CARD_T1_0004,2025-01-05 11:30:00,DOMESTIC_CARD,1200.0,210000.0,False,,False,LOW,24.0,4.32,28.32
TXN_CARD_T1_0005,2025-01-06 11:30:00,DOMESTIC_CARD,12000.0,250000.0,False,,False,LOW,270.0,48.6,318.6
TXN_CARD_T1_0006,2025-01-07 11:30:00,DOMESTIC_CARD,2400.0,290000.0,False,,False,LOW,48.0,8.64,56.64
TXN_CARD_T1_0007,2025-01-08 11:30:00,DOMESTIC_CARD,12000.0,330000.0,False,,False,LOW,240.0,43.2,283.2
TXN_CARD_T1_0008,2025-01-09 11:30:00,DOMESTIC_CARD,7800.0,370000.0,False,,False,LOW,156.0,28.08,184.08
TXN_CARD_T1_0009,2025-01-10 11:30:00,DOMESTIC_CARD,2400.0,410000.0,False,,False,LOW,48.0,8.64,56.64
TXN_CARD_T1_0010,2025-01-11 11:30:00,DOMESTIC_CARD,7800.0,450000.0,False,,False,LOW,156.0,28.08,184.08
TXN_CARD_T2_0001,2025-01-02 14:00:00,DOMESTIC_CARD,25000.0,635000.0,False,,False,MEDIUM,437.5,78.75,516.25
TXN_CARD_T2_0002,2025-01-03 14:00:00,DOMESTIC_CARD,10000.0,720000.0,False,,False,MEDIUM,175.0,31.5,206.5
TXN_CARD_T2_0003,2025-01-04 14:00:00,DOMESTIC_CARD,2500.0,805000.0,False,,False,MEDIUM,50.0,9.0,59.0
TXN_CARD_T2_0004,2025-01-05 14:00:00,DOMESTIC_CARD,5000.0,890000.0,False,,False,MEDIUM,87.5,15.75,103.25
TXN_CARD_T2_0005,2025-01-06 14:00:00,DOMESTIC_CARD,18000.0,975000.0,False,,False,MEDIUM,315.0,56.7,371.7
TXN_CARD_T2_0006,2025-01-07 14:00:00,DOMESTIC_CARD,10000.0,1060000.0,False,,False,MEDIUM,175.0,31.5,206.5
TXN_CARD_T2_0007,2025-01-08 14:00:00,DOMESTIC_CARD,10000.0,1145000.0,False,,False,MEDIUM,175.0,31.5,206.5
TXN_CARD_T2_0008,2025-01-09 14:00:00,DOMESTIC_CARD,5000.0,1230000.0,False,,False,MEDIUM,100.0,18.0,118.0
TXN_CARD_T2_0009,2025-01-10 14:00:00,DOMESTIC_CARD,5000.0,1315000.0,False,,False,MEDIUM,87.5,15.75,103.25
TXN_CARD_T2_0010,2025-01-11 14:00:00,DOMESTIC_CARD,10000.0,1400000.0,False,,False,MEDIUM,175.0,31.5,206.5
TXN_CARD_T2_0011,2025-01-12 14:00:00,DOMESTIC_CARD,2500.0,1485000.0,False,,False,MEDIUM,43.75,7.88,51.63
TXN_CARD_T2_0012,2025-01-13 14:00:00,DOMESTIC_CARD,2500.0,1570000.0,False,,False,MEDIUM,50.0,9.0,59.0
TXN_CARD_T2_0013,2025-01-14 14:00:00,DOMESTIC_CARD,18000.0,1655000.0,False,,False,MEDIUM,315.0,56.7,371.7
TXN_CARD_T2_0014,2025-01-15 14:00:00,DOMESTIC_CARD,2500.0,1740000.0,False,,False,MEDIUM,43.75,7.88,51.63
TXN_CARD_T2_0015,2025-01-16 14:00:00,DOMESTIC_CARD,10000.0,1825000.0,False,,False,MEDIUM,175.0,31.5,206.5
TXN_CARD_T3_0001,2025-01-02 16:20:00,DOMESTIC_CARD,30000.0,2220000.0,False,,False,LOW,450.0,81.0,531.0
TXN_CARD_T3_0002,2025-01-03 16:20:00,DOMESTIC_CARD,30000.0,2340000.0,False,,False,LOW,525.0,94.5,619.5
TXN_CARD_T3_0003,2025-01-04 16:20:00,DOMESTIC_CARD,8000.0,2460000.0,False,,False,LOW,120.0,21.6,141.6
TXN_CARD_T3_0004,2025-01-05 16:20:00,DOMESTIC_CARD,50000.0,2580000.0,False,,False,LOW,750.0,135.0,885.0
TXN_CARD_T3_0005,2025-01-06 16:20:00,DOMESTIC_CARD,8000.0,2700000.0,False,,False,LOW,120.0,21.6,141.6
TXN_CARD_T3_0006,2025-01-07 16:20:00,DOMESTIC_CARD,50000.0,2820000.0,False,,False,LOW,875.0,157.5,1032.5
TXN_CARD_T3_0007,2025-01-08 16:20:00,DOMESTIC_CARD,8000.0,2940000.0,False,,False,LOW,120.0,21.6,141.6
TXN_CARD_T3_0008,2025-01-09 16:20:00,DOMESTIC_CARD,30000.0,3060000.0,False,,False,LOW,450.0,81.0,531.0
TXN_NB_0001,2025-01-02 12:45:00,NETBANKING,800.0,350000.0,False,,False,LOW,14.4,2.59,16.99
TXN_NB_0002,2025-01-03 12:45:00,NETBANKING,1000.0,400000.0,False,,False,LOW,18.0,3.24,21.24
TXN_NB_0003,2025-01-04 12:45:00,NETBANKING,1500.0,450000.0,False,,False,LOW,20.0,3.6,23.6
TXN_NB_0004,2025-01-05 12:45:00,NETBANKING,2500.0,500000.0,False,,False,LOW,45.0,8.1,53.1
TXN_NB_0005,2025-01-06 12:45:00,NETBANKING,4000.0,550000.0,False,,False,LOW,20.0,3.6,23.6
TXN_NB_0006,2025-01-07 12:45:00,NETBANKING,6000.0,600000.0,False,,False,LOW,20.0,3.6,23.6
TXN_NB_0007,2025-01-08 12:45:00,NETBANKING,8000.0,650000.0,False,,False,LOW,144.0,25.92,169.92
TXN_NB_0008,2025-01-09 12:45:00,NETBANKING,12000.0,700000.0,False,,False,LOW,20.0,3.6,23.6
TXN_INTL_0001,2025-01-02 18:10:00,INTERNATIONAL_CARD,15000.0,470000.0,False,,False,LOW,457.0,82.26,539.26
TXN_INTL_0002,2025-01-03 18:10:00,INTERNATIONAL_CARD,8500.0,540000.0,False,,False,LOW,307.5,55.35,362.85
TXN_INTL_0003,2025-01-04 18:10:00,INTERNATIONAL_CARD,4000.0,610000.0,False,,False,LOW,127.0,22.86,149.86
TXN_INTL_0004,2025-01-05 18:10:00,INTERNATIONAL_CARD,4000.0,680000.0,False,,False,LOW,150.0,27.0,177.0
TXN_INTL_0005,2025-01-06 18:10:00,INTERNATIONAL_CARD,8500.0,750000.0,False,,False,LOW,262.0,47.16,309.16
TXN_WALLET_0001,2025-01-02 19:30:00,WALLET,3200.0,240000.0,False,,False,LOW,67.2,12.1,79.3
TXN_WALLET_0002,2025-01-03 19:30:00,WALLET,600.0,280000.0,False,,False,LOW,15.0,2.7,17.7
TXN_WALLET_0003,2025-01-04 19:30:00,WALLET,1500.0,320000.0,False,,False,LOW,31.5,5.67,37.17
TXN_WALLET_0004,2025-01-05 19:30:00,WALLET,600.0,360000.0,False,,False,LOW,12.6,2.27,14.87
TXN_REFUND_0001,2025-01-02 09:00:00,DOMESTIC_CARD,4000.0,650000.0,True,4.5,False,LOW,70.0,12.6,82.6
TXN_REFUND_0002,2025-01-03 09:00:00,DOMESTIC_CARD,2500.0,700000.0,True,11.2,False,LOW,48.75,8.78,57.53
TXN_REFUND_0003,2025-01-04 09:00:00,DOMESTIC_CARD,4000.0,750000.0,True,18.0,False,LOW,75.0,13.5,88.5
TXN_REFUND_0004,2025-01-05 09:00:00,DOMESTIC_CARD,2500.0,800000.0,True,22.5,False,LOW,43.75,7.88,51.63
TXN_REFUND_0005,2025-01-06 09:00:00,DOMESTIC_CARD,1200.0,850000.0,True,36.0,False,LOW,26.0,4.68,30.68
TXN_REFUND_0006,2025-01-07 09:00:00,DOMESTIC_CARD,2500.0,900000.0,True,48.5,False,LOW,48.75,8.78,57.53
TXN_REFUND_0007,2025-01-08 09:00:00,DOMESTIC_CARD,2500.0,950000.0,True,96.0,False,LOW,48.75,8.78,57.53
TXN_REFUND_0008,2025-01-09 09:00:00,DOMESTIC_CARD,1200.0,1000000.0,True,144.0,False,LOW,26.0,4.68,30.68
TXN_INSTANT_0001,2025-01-25 01:15:00,DOMESTIC_CARD,20000.0,860000.0,False,,True,LOW,380.0,68.4,448.4
TXN_INSTANT_0002,2025-01-25 02:30:00,UPI,10000.0,920000.0,False,,True,LOW,15.0,2.7,17.7
TXN_INSTANT_0003,2025-01-26 03:00:00,DOMESTIC_CARD,20000.0,980000.0,False,,True,SPECIAL_REVIEW,150.0,27.0,177.0
TXN_INSTANT_0004,2025-01-26 04:10:00,DOMESTIC_CARD,20000.0,1040000.0,False,,True,,120.0,21.6,141.6
TXN_INSTANT_0005,2025-01-27 15:45:00,CRYPTO_PAY,20000.0,1100000.0,False,,False,LOW,250.0,45.0,295.0
