txn_id,created_at,payment_method,amount,monthly_volume_to_date,is_refund,refund_hours_after_txn,is_instant_settlement,risk_rating,fee_billed,gst_billed,total_billed
AXOS_TXN_0001,2025-08-02 11:15:00,DOMESTIC_CARD,2500.0,85000.0,False,,False,LOW,50.0,9.0,59.0
AXOS_TXN_0002,2025-08-03 11:15:00,NETBANKING,1000.0,120000.0,False,,False,LOW,18.0,3.24,21.24
AXOS_TXN_0003,2025-08-04 11:15:00,INTERNATIONAL_CARD,35000.0,155000.0,False,,False,LOW,1100.0,198.0,1298.0
AXOS_TXN_0004,2025-08-05 11:15:00,WALLET,850.0,190000.0,False,,False,LOW,17.85,3.21,21.06
AXOS_TXN_0005,2025-08-06 11:15:00,UPI,500.0,225000.0,False,,False,LOW,0.0,0.0,0.0
AXOS_TXN_0006,2025-08-07 11:15:00,DOMESTIC_CARD,7500.0,260000.0,False,,False,LOW,150.0,27.0,177.0
AXOS_TXN_0007,2025-08-08 11:15:00,NETBANKING,1000.0,295000.0,False,,False,LOW,5.0,0.9,5.9
AXOS_TXN_0008,2025-08-09 11:15:00,INTERNATIONAL_CARD,5000.0,330000.0,False,,False,LOW,200.0,36.0,236.0
AXOS_TXN_0009,2025-08-10 11:15:00,WALLET,6000.0,365000.0,False,,False,LOW,126.0,22.68,148.68
AXOS_TXN_0010,2025-08-11 11:15:00,UPI,150.0,400000.0,False,,False,LOW,0.0,0.0,0.0
AXOS_TXN_0011,2025-08-12 11:15:00,DOMESTIC_CARD,2500.0,435000.0,False,,False,LOW,50.0,9.0,59.0
AXOS_TXN_0012,2025-08-13 11:15:00,NETBANKING,1000.0,470000.0,True,36.0,False,LOW,23.0,4.14,27.14
AXOS_TXN_0013,2025-08-14 11:15:00,INTERNATIONAL_CARD,15000.0,505000.0,False,,False,LOW,500.0,90.0,590.0
AXOS_TXN_0014,2025-08-15 11:15:00,WALLET,850.0,540000.0,False,,False,LOW,15.3,2.75,18.05
AXOS_TXN_0015,2025-08-16 11:15:00,UPI,15000.0,575000.0,False,,True,LOW,22.5,4.05,26.55
